gene_id	color	description
Tb927.8.6500	greenyellow	"cell division cycle protein 20, putative"
Tb927.8.6510	red	"ubiquitin-protein ligase, putative"
Tb927.8.6520	blue	"hypothetical protein, conserved"
Tb927.8.6530	cyan	"SET domain containing protein, putative"
Tb927.8.6540	tan	TFIIH basal transcription factor subunit
Tb927.8.6550	blue	"hypothetical protein, conserved"
Tb927.8.6560	green	"SpoU rRNA Methylase family, putative"
Tb927.8.6570	blue	"hypothetical protein, conserved"
Tb927.8.6580	midnightblue	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
Tb927.8.6590	red	"Outer mitochondrial membrane transport complex protein/Glutathione S-transferase, C-terminal domain containing protein, putative"
Tb927.8.660	yellow	"Sel1 repeat, putative"
Tb927.8.6600	pink	"Glutathione S-transferase, C-terminal domain containing protein, putative"
Tb927.8.6610	brown	"hypothetical protein, conserved"
Tb927.8.6620	green	"hypothetical protein, conserved"
Tb927.8.6630	black	hypothetical protein
Tb927.8.6640	black	"Male sterility protein, putative"
Tb927.8.6650	darkturquoise	"RNA-binding protein, putative"
Tb927.8.6660	royalblue	"paraflagellar rod component, putative"
Tb927.8.6670	green	"hypothetical protein, conserved"
Tb927.8.6680	tan	"clathrin assembly sigma-adaptin protein 3, putative"
Tb927.8.6690	lightcyan	"ATP-dependent DEAD/H DNA helicase recQ, putative"
Tb927.8.670	purple	"hypothetical protein, conserved"
Tb927.8.6700	magenta	"hypothetical protein, conserved"
Tb927.8.6710	blue	"hypothetical protein, conserved"
Tb927.8.6720	turquoise	"hypothetical protein, conserved"
Tb927.8.6730	turquoise	Enriched in surface-labeled proteome protein 24
Tb927.8.6740	turquoise	"DNA repair protein, putative"
Tb927.8.6750	pink	"translationally controlled tumor protein (TCTP), putative"
Tb927.8.6760	midnightblue	"translationally-controlled tumor protein homolog, putative"
Tb927.8.6770	yellow	"WD domain, G-beta repeat, putative"
Tb927.8.6780	blue	"hypothetical protein, conserved"
Tb927.8.6790	lightcyan	"hypothetical protein, conserved"
Tb927.8.680	tan	KREPA5
Tb927.8.6800	salmon	"hypothetical protein, conserved"
Tb927.8.6810	brown	"STE/STE11 serine/threonine-protein kinase, putative"
Tb927.8.6820	turquoise	"hypothetical protein, conserved"
Tb927.8.6830	grey60	"kinesin, putative"
Tb927.8.6840	blue	mismatch repair protein MLH1
Tb927.8.6850	green	"Zinc finger, C3HC4 type (RING finger)/EF-hand domain pair, putative"
Tb927.8.6860	red	"High-temperature-induced dauer-formation protein, putative"
Tb927.8.6870	lightcyan	"hypothetical protein, conserved"
Tb927.8.6880	royalblue	"translation initiation factor IF-2, putative"
Tb927.8.6890	purple	putative succinate dehydrogenase subunit
Tb927.8.690	black	"peptidyl-prolyl cis-trans isomerase/rotamase, putative"
Tb927.8.6900	yellow	"transport protein particle (TRAPP) component, putative"
Tb927.8.6910	midnightblue	"cyclophilin, putative"
Tb927.8.6920	blue	"hypothetical protein, conserved"
Tb927.8.6930	pink	"serine/threonine-protein kinase NRKB, putative"
Tb927.8.6940	yellow	"hypothetical protein, conserved"
Tb927.8.6950	blue	roadblock/LC7 family member
Tb927.8.6960	green	"NADH-ubiquinone oxidoreductase complex I subunit, putative"
Tb927.8.6970	lightgreen	"3-methylcrotonyl-CoA carboxylase alpha subunit, putative"
Tb927.8.6980	cyan	Flagellum attachment zone protein 14
Tb927.8.6990	turquoise	"hypothetical protein, conserved"
Tb927.8.700	red	DNA repair and recombination helicase protein PIF7
Tb927.8.7000	turquoise	"E1-like ubiquitin-activating enzyme, putative"
Tb927.8.7010	brown	"chaperone protein DnaJ, putative"
Tb927.8.7020	royalblue	"peptidase, putative"
Tb927.8.7030	turquoise	"hypothetical protein, conserved"
Tb927.8.7040	orange	"hypothetical protein, conserved"
Tb927.8.7050	turquoise	"mu-adaptin 4, putative"
Tb927.8.7060	darkorange	"hypothetical protein, conserved"
Tb927.8.7070	greenyellow	Flagellum attachment zone protein 15
Tb927.8.7080	greenyellow	"hypothetical protein, conserved"
Tb927.8.7090	red	"Component of IIS longevity pathway SMK-1, putative"
Tb927.8.710	darkorange	"RNA-binding protein, putative"
Tb927.8.7100	salmon	acetyl-CoA carboxylase
Tb927.8.7110	orange	"Serine/threonine-protein kinase NEK12.1, putative"
Tb927.8.7120	red	"squalene synthase, putative"
Tb927.8.7130	brown	"hypothetical protein, conserved"
Tb927.8.7140	brown	"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
Tb927.8.7150	pink	"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
Tb927.8.7170	turquoise	"inositol polyphosphate 1-phosphatase, putative"
Tb927.8.7180	blue	"hypothetical protein, conserved"
Tb927.8.7190	black	hypothetical protein
Tb927.8.720	cyan	"Cytosolic iron-sulfur protein assembly 2B, putative"
Tb927.8.7200	greenyellow	"Region in Clathrin and VPS, putative"
Tb927.8.7210	midnightblue	"hypothetical protein, conserved"
Tb927.8.7220	greenyellow	tousled-like kinase II
Tb927.8.7230	cyan	"hypothetical protein, conserved"
Tb927.8.7240	red	"hypothetical protein, conserved"
Tb927.8.7250	yellow	repressor of RNA polymerase III transcription MAF1
Tb927.8.7260	red	"kinetoplast-associated protein, putative"
Tb927.8.7270	cyan	"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
Tb927.8.7280	tan	"emp24/gp25L/p24 family/GOLD, putative"
Tb927.8.7290	brown	"Regulator of chromosome condensation (RCC1) repeat, putative"
Tb927.8.730	black	"nucleolar RNA-binding protein, putative"
Tb927.8.7330	green	hypothetical protein
Tb927.8.7340	black	"trans-sialidase, putative"
Tb927.8.7360	blue	"hypothetical protein, conserved"
Tb927.8.7370	blue	hypothetical protein
Tb927.8.7380	red	"dihydrolipoamide dehydrogenase, point mutation"
Tb927.8.7390	black	protein phosphatase 1
Tb927.8.740	cyan	nucleolar RNA-binding protein (fragment)
Tb927.8.7400	darkturquoise	RNA polymerase IIA largest subunit
Tb927.8.7410	lightgreen	"calreticulin, putative"
Tb927.8.7420	greenyellow	"TerD domain containing protein, putative"
Tb927.8.7430	black	"ubiquinol-cytochrome c reductase, putative"
Tb927.8.7440	greenyellow	"lipase, putative"
Tb927.8.7450	lightgreen	"myosin heavy chain kinase A, putative"
Tb927.8.7460	cyan	"zinc transporter, putative"
Tb927.8.7470	green	"hypothetical protein, conserved"
Tb927.8.7480	darkred	"hypothetical protein, conserved"
Tb927.8.7490	lightcyan	symplekin
Tb927.8.750	salmon	"nucleolar RNA-binding protein, putative"
Tb927.8.7500	turquoise	"hypothetical protein, conserved"
Tb927.8.7510	greenyellow	"p-nitrophenylphosphatase, putative"
Tb927.8.7520	darkorange	"aminopeptidase, putative"
Tb927.8.7530	pink	"3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative"
Tb927.8.7540	pink	hypothetical protein
Tb927.8.7550	greenyellow	hypothetical protein
Tb927.8.7560	yellow	"CorA-like Mg2  transporter protein, putative"
Tb927.8.7570	red	"tRNA-dihydrouridine synthase 1, putative"
Tb927.8.7580	lightgreen	"RING-variant domain containing protein, putative"
Tb927.8.7590	greenyellow	"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.8.760	salmon	nucleolar RNA-binding protein
Tb927.8.7600	black	"amino acid transporter, putative"
Tb927.8.7610	turquoise	"amino acid transporter 1, putative"
Tb927.8.7620	tan	"amino acid transporter 1, putative"
Tb927.8.7630	red	"amino acid transporter 1, putative"
Tb927.8.7640	darkturquoise	"amino acid transporter 1, putative"
Tb927.8.7650	turquoise	"amino acid transporter, putative"
Tb927.8.7670	black	"amino acid transporter, putative"
Tb927.8.7680	blue	"amino acid transporter, putative"
Tb927.8.770	lightyellow	SUMO-interacting motif-containing protein
Tb927.8.7700	red	"amino acid transporter, putative"
Tb927.8.7710	brown	"hypothetical protein, conserved"
Tb927.8.7720	turquoise	"hypothetical protein, conserved"
Tb927.8.7730	greenyellow	"Sphingosine N-acyltransferase, putative"
Tb927.8.7740	turquoise	"amino acid transporter, putative"
Tb927.8.7750	grey60	"hypothetical protein, conserved"
Tb927.8.7760	lightcyan	"hypothetical protein, conserved"
Tb927.8.7770	green	"aldehyde dehydrogenase family, putative"
Tb927.8.7780	lightgreen	"hypothetical protein, conserved"
Tb927.8.7790	darkturquoise	"zinc finger domain, LSD1 subclass, putative"
Tb927.8.780	red	"hypothetical protein, conserved"
Tb927.8.7800	grey60	"hypothetical protein, conserved"
Tb927.8.7810	turquoise	"hypothetical protein, conserved"
Tb927.8.7820	yellow	"'Cold-shock' DNA-binding domain containing protein, putative"
Tb927.8.7830	darkred	"hypothetical protein, conserved"
Tb927.8.7840	cyan	"dynein heavy chain, cytosolic, putative"
Tb927.8.7850	red	"hypothetical protein, conserved"
Tb927.8.7860	orange	"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.8.7870	green	"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.8.790	greenyellow	"hypothetical protein, conserved"
Tb927.8.7940	salmon	"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.8.7950	lightcyan	Flagellar Member 4
Tb927.8.7960	magenta	hypothetical protein
Tb927.8.7970	red	hypothetical protein
Tb927.8.7980	white	"Pyrophosphate-energized vacuolar membrane proton pump 2, putative"
Tb927.8.7990	pink	"Thioredoxin-like/Protein of unknown function (DUF3638)/Protein of unknown function (DUF3645), putative"
Tb927.8.800	darkgrey	"Domain of unknown function (DUF3437), putative"
Tb927.8.8000	turquoise	"hypothetical protein, conserved"
Tb927.8.8010	red	"hypothetical protein, conserved"
Tb927.8.8020	brown	"monoglyceride lipase, putative"
Tb927.8.8030	tan	"emp24/gp25L/p24 family/GOLD, putative"
Tb927.8.8040	purple	"kinetoplastid-specific phospho-protein phosphatase, putative"
Tb927.8.8050	lightcyan	Nucleoporin NUP75
Tb927.8.8070	turquoise	conserved protein
Tb927.8.810	yellow	"radial spoke protein RSP9, putative"
Tb927.8.8100	yellow	"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
Tb927.8.8110	green	"hypothetical protein, conserved"
Tb927.8.8120	green	"hypothetical protein, conserved"
Tb927.8.8130	darkred	"hypothetical protein, conserved"
Tb927.8.8140	turquoise	"small GTP-binding rab protein, putative"
Tb927.8.8150	turquoise	"C2 domain containing protein, putative"
Tb927.8.8160	blue	SUMO-interacting motif-containing protein
Tb927.8.8170	cyan	RNA editing mediator complex protein 5
Tb927.8.8180	lightcyan	RNA editing mediator complex protein 4
Tb927.8.8190	darkred	"hypothetical protein, conserved"
Tb927.8.820	red	"VID27 cytoplasmic protein, putative"
Tb927.8.8200	yellow	"Flagellar-associated protein 59, putative"
Tb927.8.8210	purple	"Cleavage stimulating factor 64, putative"
Tb927.8.8230	purple	"amino acid transporter, putative"
Tb927.8.8240	brown	"amino acid transporter, putative"
Tb927.8.8250	lightyellow	"amino acid transporter, putative"
Tb927.8.8260	orange	"amino acid transporter, putative"
Tb927.8.8270	purple	"hypothetical protein, conserved"
Tb927.8.8280	turquoise	"hypothetical protein, conserved"
Tb927.8.8290	lightyellow	amino acid transporter AATP5
Tb927.8.830	red	"Protein of unknown function (DUF3608), putative"
Tb927.8.8300	black	"amino acid transporter, putative"
Tb927.8.8310	purple	"chaperone protein DnaJ, putative"
Tb927.8.8320	darkgreen	"hypothetical protein, conserved"
Tb927.8.8330	turquoise	"cysteine peptidase, putative"
Tb927.8.8340	brown	"CRAL/TRIO domain containing protein, putative"
Tb927.8.8350	pink	"Kinesin-13 4b, putative"
Tb927.8.8360	magenta	"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.8.840	yellow	"hypothetical protein, conserved"
Tb927.8.850	turquoise	"hypothetical protein, conserved"
Tb927.8.860	darkgrey	"hypothetical protein, conserved"
Tb927.8.870	pink	"CAMK/CAMKL family protein kinase, putative"
Tb927.8.880	darkred	hypothetical protein
Tb927.8.890	red	Ras-related protein Rab1A
Tb927.8.900	salmon	splicing factor TSR1
Tb927.8.910	darkgreen	"hypothetical protein, conserved"
Tb927.8.920	turquoise	"ubiquitin-conjugating enzyme E2, putative"
Tb927.8.930	blue	hypothetical protein
Tb927.8.950	turquoise	hypothetical protein
Tb927.8.960	red	"hypothetical protein, conserved"
Tb927.8.970	turquoise	hypothetical protein
Tb927.8.980	yellow	phosphoacetylglucosamine mutase
Tb927.8.990	brown	RNA-binding protein 33 (RNA-binding motif protein 33)
Tb927.9.10000	yellow	"hypothetical protein, conserved"
Tb927.9.10010	midnightblue	"chaperone protein DnaJ, putative"
Tb927.9.10040	cyan	"Pseudokinase, putative"
Tb927.9.10050	purple	"60Kd inner membrane protein, putative"
Tb927.9.10060	turquoise	"hypothetical protein, conserved"
Tb927.9.10070	lightgreen	"hypothetical protein, conserved"
Tb927.9.10080	turquoise	"phosphatidylserine decarboxylase, putative"
Tb927.9.10100	black	Mitochondrial processome subunit 1
Tb927.9.10140	magenta	"Uncharacterised conserved protein, putative"
Tb927.9.10150	cyan	"hypothetical protein, conserved"
Tb927.9.10160	black	MICOS complex subunit MIC60
Tb927.9.10170	turquoise	anaphase-promoting complex subunit 11
Tb927.9.10190	darkorange	"hypothetical protein, conserved"
Tb927.9.10200	brown	"hypothetical protein, conserved"
Tb927.9.10230	pink	Co-chaperone protein P23
Tb927.9.10280	orange	Zinc finger CCCH domain-containing protein 48
Tb927.9.10300	green	"hypothetical protein, conserved"
Tb927.9.10310	magenta	mitochondrial carrier protein 11
Tb927.9.10340	darkturquoise	"Polyamine transporter 1, putative"
Tb927.9.10350	brown	"Snf7, putative"
Tb927.9.10360	yellow	"Cytosolic iron-sulfur protein assembly 2A, putative"
Tb927.9.10370	red	TAX-1
Tb927.9.10400	white	"hypothetical protein, conserved"
Tb927.9.10430	yellow	"Zinc-binding domain containing protein, putative"
Tb927.9.10440	greenyellow	"DNA polymerase epsilon catalytic subunit, putative"
Tb927.9.10450	cyan	"hypothetical protein, conserved"
Tb927.9.10470	red	"hypothetical protein, conserved"
Tb927.9.10490	red	Component of motile flagella 56
Tb927.9.10500	magenta	"HAD hydrolase, TIGR01456 family/HAD hydrolase, family IIA, putative"
Tb927.9.10510	brown	"hypothetical protein, conserved"
Tb927.9.10520	black	"hypothetical protein, conserved"
Tb927.9.10530	darkgrey	Flagellum attachment zone protein 4
Tb927.9.10550	red	Spindle assembly abnormal protein 6 homolog
Tb927.9.10560	brown	Archaic Translocase of outer membrane 19 kDa subunit
Tb927.9.10570	midnightblue	predicted zinc finger protein
Tb927.9.10580	green	"3-demethylubiquinone-9 3-methyltransferase, putative"
Tb927.9.10630	pink	"hypothetical protein, conserved"
Tb927.9.10640	grey60	"synaptojanin (N-terminal domain), putative"
Tb927.9.10650	blue	hypothetical protein
Tb927.9.10660	pink	"hypothetical protein, conserved"
Tb927.9.10670	tan	bardet-biedl syndrome 1 protein
Tb927.9.10680	midnightblue	"RNA polymerase III RPC4, putative"
Tb927.9.10690	red	"Protein of unknown function (DUF2009), putative"
Tb927.9.10710	royalblue	hsp70 subfamily B suppressor 1
Tb927.9.10770	salmon	polyadenylate-binding protein 2
Tb927.9.10790	salmon	hypothetical protein
Tb927.9.10820	turquoise	"hypothetical protein, conserved"
Tb927.9.10830	brown	metal dependent 5'-nucleotidase
Tb927.9.10840	turquoise	"hypothetical protein, conserved"
Tb927.9.10850	purple	"Splicing factor 3B subunit 10 (SF3b10), putative"
Tb927.9.10870	green	"hypothetical protein, conserved"
Tb927.9.10880	black	"hypothetical protein, conserved"
Tb927.9.10890	yellow	"Regulatory subunit of type II PKA R-subunit, putative"
Tb927.9.10920	grey60	kinetoplastid kinetochore protein 3
Tb927.9.10930	blue	mediator of rna polymerase ii transcription subunit 7
Tb927.9.10950	pink	"chaperone protein DnaJ, putative"
Tb927.9.10960	magenta	"ATP-dependent DEAD/H RNA helicase, putative"
Tb927.9.10970	yellow	"Serine peptidase, Clan SC, Family S09X"
Tb927.9.11000	royalblue	"ras-related protein RAB7, putative"
Tb927.9.11030	darkturquoise	cAMP-dependent protein kinase catalytic subunit 2
Tb927.9.11040	blue	mitochondrial carrier protein
Tb927.9.11050	salmon	"4E-interacting protein, putative"
Tb927.9.11070	salmon	predicted zinc finger protein
Tb927.9.11100	turquoise	cAMP-dependent protein kinase catalytic subunit 1
Tb927.9.11110	lightcyan	U5 snRNA-associated splicing factor
Tb927.9.11120	darkturquoise	"Chromosome passenger complex (CPC) protein INCENP N terminal, putative"
Tb927.9.11130	yellow	unc-50 related protein homolog
Tb927.9.11140	magenta	"hypothetical protein, conserved"
Tb927.9.11150	brown	"hypothetical protein, conserved"
Tb927.9.11220	brown	"tRNA import complex component, putative"
Tb927.9.11230	yellow	"calmodulin-like protein, putative"
Tb927.9.11250	black	predicted WD40 repeat protein
Tb927.9.11260	tan	"nucleoside diphosphate kinase, putative"
Tb927.9.11270	black	"t- complex protein 1 (eta subunit), putative"
Tb927.9.11300	yellow	Mitochondrial ribosomal protein S17
Tb927.9.11330	magenta	"proteasome beta 2 subunit, putative"
Tb927.9.11350	blue	"hypothetical protein, conserved"
Tb927.9.11360	blue	"hypothetical protein, conserved"
Tb927.9.11370	yellow	"hypothetical protein, conserved"
Tb927.9.11380	midnightblue	"60S ribosomal protein L23, putative"
Tb927.9.11410	brown	"60S ribosomal protein L23, putative"
Tb927.9.11480	turquoise	Enriched in surface-labeled proteome protein 9
Tb927.9.11490	brown	60S ribosomal protein L29
Tb927.9.11500	magenta	anaphase-promoting complex subunit 2
Tb927.9.11510	green	"hypothetical protein, conserved"
Tb927.9.11520	turquoise	"hypothetical protein, conserved"
Tb927.9.11540	darkorange	"hypothetical protein, conserved"
Tb927.9.11560	pink	"hypothetical protein, conserved"
Tb927.9.11580	purple	glycosomal membrane protein
Tb927.9.11600	white	glycosomal membrane protein
Tb927.9.11640	pink	"hypothetical protein, conserved"
Tb927.9.11660	brown	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
Tb927.9.11670	lightgreen	"hypothetical protein, conserved"
Tb927.9.11690	greenyellow	"hypothetical protein, conserved"
Tb927.9.11700	purple	"hypothetical protein, conserved"
Tb927.9.11720	yellow	Iron-sulfur cluster assembly protein
Tb927.9.11740	black	"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative"
Tb927.9.11750	green	"methyltransferase domain containing protein, putative"
Tb927.9.11760	green	"DNA repair protein RAD2, putative"
Tb927.9.11770	black	"Fusaric acid resistance protein-like, putative"
Tb927.9.11790	green	"membrane transporter protein, putative"
Tb927.9.11800	red	"MATE efflux family protein, putative"
